aX,aY,aZ,gX,gY,gZ
-0.610,-1.490,1.440,2.375,-24.250,-36.313
-1.860,-1.540,0.690,-5.562,-1.750,-12.563
-1.860,-1.540,0.690,-5.562,-1.750,-12.563
-2.390,-1.000,-0.150,-5.000,16.625,3.813
-2.390,-1.000,-0.150,-1.875,17.625,14.000
-1.950,-0.290,-0.580,-1.875,17.625,14.000
-1.220,0.730,-0.860,0.000,12.000,18.875
-1.370,1.100,-1.300,3.125,9.000,15.750
-1.370,1.100,-1.300,3.125,9.000,15.750
-0.910,1.350,-1.220,4.187,4.875,10.438
0.130,1.350,-0.740,3.688,-1.812,3.563
0.130,1.350,-0.740,3.688,-1.812,3.563
1.010,0.320,0.040,2.375,-5.750,-3.938
1.410,-0.230,0.560,-0.375,-6.125,-6.437
1.410,-0.230,0.560,-0.375,-6.125,-6.437
2.000,-1.010,1.160,-3.313,-1.875,-0.312
0.990,-1.370,0.660,-3.938,7.437,7.437
0.990,-1.370,0.660,-3.938,7.437,7.437
0.640,-0.780,0.000,0.187,17.125,13.688
0.430,0.200,-0.610,5.812,20.687,17.437
0.430,0.200,-0.610,5.812,20.687,17.437
-0.270,1.350,-1.710,12.938,17.625,12.750
0.240,2.580,-2.270,19.125,4.937,-1.500
0.550,2.260,-2.150,19.750,-10.063,-15.500
0.550,2.260,-2.150,19.750,-10.063,-15.500
0.890,1.580,-1.400,10.938,-22.562,-25.812
1.390,0.310,-0.210,1.187,-23.750,-28.500
1.390,0.310,-0.210,1.187,-23.750,-28.500
1.050,-1.480,0.710,-4.000,-14.313,-20.312

-1.770,-2.300,1.900,-5.375,11.438,-6.500
-1.770,-2.300,1.900,-5.375,11.438,-6.500
-10.650,-2.540,-0.980,-9.500,41.875,10.313
-10.650,-2.540,-0.980,-9.500,41.875,10.313
-16.180,-1.360,-3.360,-9.500,74.938,23.812
-20.810,-0.270,-5.590,-3.000,102.063,13.313
-20.810,-0.270,-5.590,3.000,124.563,-36.688
-24.580,1.330,-7.280,3.000,124.563,-36.688
-26.650,1.220,-8.710,3.438,134.250,-99.625
-26.650,1.220,-8.710,0.312,108.563,-130.312
-26.800,-1.990,-7.240,0.312,108.563,-130.312
-26.270,-4.460,-3.940,-7.875,49.500,-115.500
-26.270,-4.460,-3.940,-16.875,-16.687,-83.188
-24.000,-5.890,0.030,-16.875,-16.687,-83.188
-19.750,-5.840,2.730,-40.375,-51.688,-55.125
-18.800,-6.430,1.420,-53.313,-60.813,-20.187
-18.800,-6.430,1.420,-53.313,-60.813,-20.187
-17.290,-8.330,-0.190,-44.875,-94.063,29.562
-15.760,-10.420,-1.810,-16.687,-125.813,71.563
-15.760,-10.420,-1.810,-16.687,-125.813,71.563
-13.360,-10.400,-3.120,20.812,-150.750,96.063
-11.310,-9.540,-6.580,35.938,-187.500,117.063
-8.740,-8.580,-8.870,73.313,-237.062,128.937
-8.740,-8.580,-8.870,73.313,-237.062,128.937
1.770,-2.610,-8.930,94.000,-283.750,135.750
1.770,-2.610,-8.930,74.500,-296.500,140.000
6.480,0.630,-8.110,74.500,-296.500,140.000
9.800,3.800,-7.050,44.313,-281.750,135.875
13.040,6.190,-5.990,21.750,-253.500,121.875
13.040,6.190,-5.990,5.812,-222.187,103.500
16.350,8.120,-5.540,5.812,-222.187,103.500
14.340,7.820,-6.700,-1.937,-180.500,83.750
14.340,7.820,-6.700,-1.937,-180.500,83.750
12.710,5.970,-7.720,-10.125,-133.125,61.625
12.710,5.970,-7.720,-15.375,-109.063,32.938
10.440,3.900,-8.640,-15.375,-109.063,32.938
5.760,0.390,-10.010,-7.750,-104.813,-9.063
4.380,-1.470,-9.650,8.375,-104.750,-60.188
4.380,-1.470,-9.650,8.375,-104.750,-60.188
5.150,-3.360,-7.730,34.625,-126.500,-86.813
5.150,-3.360,-7.730,61.750,-152.375,-80.938
7.340,-3.200,-4.130,61.750,-152.375,-80.938
8.980,-0.380,0.490,70.000,-139.937,-66.063
10.090,-0.420,0.010,61.500,-97.250,-43.688
10.090,-0.420,0.010,61.500,-97.250,-43.688
9.530,-0.800,-1.010,36.813,-56.875,6.875
7.980,-0.940,-2.090,3.375,-31.000,72.250
7.980,-0.940,-2.090,3.375,-31.000,72.250
8.220,-2.910,-2.940,-15.125,-26.062,124.750
9.340,-2.250,-2.710,-7.812,-38.000,146.500
9.340,-2.250,-2.710,-7.812,-38.000,146.500
9.920,-1.150,-2.170,14.438,-44.938,139.812
9.920,-1.150,-2.170,34.000,-40.563,115.125
10.700,-0.080,-1.580,34.000,-40.563,115.125
9.510,0.600,-2.290,40.563,-24.875,90.250
9.510,0.600,-2.290,40.563,-24.875,90.250
8.600,1.130,-3.000,37.000,-4.250,70.000
7.690,1.950,-3.930,18.125,-1.812,56.313
7.690,1.950,-3.930,18.125,-1.812,56.313
7.060,2.620,-3.520,-2.313,-17.375,44.938
6.890,2.340,-2.000,-9.625,-37.813,30.187
6.890,2.340,-2.000,-16.500,-57.688,21.187
7.330,1.780,0.020,-16.500,-57.688,21.187
7.330,1.780,0.020,-36.813,-61.625,24.812
7.980,0.710,1.450,-36.813,-61.625,24.812
7.520,-0.820,3.300,-51.438,-48.688,34.813
7.810,-1.070,3.010,-36.063,-28.250,42.625
7.750,-0.670,2.720,-10.750,-9.188,45.313
7.750,-0.670,2.720,-10.750,-9.188,45.313
7.390,-0.300,1.850,5.312,10.938,41.313
7.390,-0.300,1.850,22.250,19.937,30.687
6.250,1.430,-0.690,22.250,19.937,30.687
6.000,2.130,-1.170,27.125,10.125,16.437
6.730,2.370,-1.390,27.125,-8.563,1.875
6.730,2.370,-1.390,33.188,-26.625,-10.625
7.250,1.680,0.310,33.188,-26.625,-10.625
7.270,-0.300,1.330,25.937,-16.062,-11.438
7.270,-0.300,1.330,25.937,-16.062,-11.438
6.710,-1.080,1.120,-0.062,-6.875,-5.125
5.090,-1.780,0.350,-12.813,-9.188,-2.438
5.090,-1.780,0.350,-28.250,14.125,17.187
5.060,-1.960,-0.700,-28.250,14.125,17.187
5.740,-1.180,-0.580,-25.625,16.687,28.437
5.940,-0.370,-0.910,-0.375,17.000,18.125
5.940,-0.370,-0.910,-0.375,17.000,18.125
5.340,0.250,-2.760,25.125,16.375,5.875
5.340,0.250,-2.760,40.688,3.125,0.437
3.790,1.800,-5.650,40.688,3.125,0.437
4.030,1.950,-5.590,47.250,-17.500,-14.188
4.010,1.610,-4.740,51.250,-32.125,-41.750
4.010,1.610,-4.740,54.250,-38.563,-67.375
4.280,0.870,-3.270,54.250,-38.563,-67.375
5.420,-1.490,-0.950,47.250,-34.000,-78.563
5.420,-1.490,-0.950,29.312,-17.125,-69.563
5.140,-1.890,-1.190,29.312,-17.125,-69.563
5.010,-1.550,-1.670,14.500,2.188,-49.938
5.330,-0.720,-2.170,11.500,7.937,-30.312
5.330,-0.720,-2.170,16.437,2.938,-14.750
4.880,1.500,-4.800,16.437,2.938,-14.750
4.170,2.490,-6.380,30.312,-3.500,-17.500
4.170,2.490,-6.380,40.375,-15.188,-39.813
4.030,2.650,-7.510,40.375,-15.188,-39.813
3.820,2.250,-6.760,45.938,-30.125,-67.000
4.890,-0.640,-3.040,45.500,-39.938,-92.000
4.890,-0.640,-3.040,45.500,-39.938,-92.000
4.950,-1.800,-2.250,26.250,-28.562,-100.438
4.950,-1.800,-2.250,-4.500,0.625,-87.750
4.990,-2.110,-2.100,-4.500,0.625,-87.750
5.300,-2.400,-1.920,-29.187,18.687,-51.938
3.660,-1.960,-0.780,-48.688,35.625,-1.312
2.940,-0.750,-1.650,-51.125,67.625,-0.937
2.940,-0.750,-1.650,-51.125,67.625,-0.937
3.150,0.390,-2.020,-32.063,77.938,-23.187
3.150,0.390,-2.020,-13.375,73.188,-45.000
2.380,1.780,-3.360,-13.375,73.188,-45.000
2.080,1.220,-3.900,-1.437,68.313,-73.625
2.040,0.050,-3.700,2.875,60.688,-97.813
2.040,0.050,-3.700,2.875,60.688,-97.813
2.380,-1.240,-2.600,-5.625,49.250,-108.313
3.860,-2.330,1.490,-26.062,41.563,-102.313
3.860,-2.330,1.490,-26.062,41.563,-102.313
3.750,-1.290,3.430,-50.563,40.125,-79.125
3.750,-1.290,3.430,-72.375,46.875,-49.250
3.150,-0.800,3.140,-72.375,46.875,-49.250
3.670,-0.370,3.110,-70.500,63.313,-24.625
4.980,3.190,2.430,-71.750,72.750,-10.000
4.980,3.190,2.430,-71.750,72.750,-10.000
3.020,3.540,-0.470,-77.625,92.625,-27.437
0.770,2.530,-3.470,-55.500,113.500,-65.813
0.770,2.530,-3.470,-55.500,113.500,-65.813
-0.790,1.240,-5.400,-19.625,99.000,-99.375
-1.310,0.030,-7.060,-7.937,70.688,-107.375
-0.640,-0.300,-6.810,-0.500,39.250,-99.625
-0.640,-0.300,-6.810,-0.500,39.250,-99.625
-1.110,-0.430,-4.700,5.937,3.875,-82.875
-1.110,-0.430,-4.700,5.937,3.875,-82.875
-0.380,-1.010,-2.310,7.000,-29.062,-65.375
0.110,-3.460,0.140,10.688,-45.188,-48.250
0.110,-3.460,0.140,15.625,-40.500,-21.625
0.640,-3.900,1.740,15.625,-40.500,-21.625
-0.060,-4.030,2.600,-0.750,-12.500,15.875
-2.980,-2.030,-1.370,-25.937,50.563,56.250
-2.980,-2.030,-1.370,-25.937,50.563,56.250
-4.730,-0.630,-3.610,-47.938,117.688,101.063
-4.730,-0.630,-3.610,-44.750,130.062,133.812
-5.930,2.130,-6.000,-44.750,130.062,133.812
-5.090,4.550,-8.420,-22.875,100.063,127.000
-0.530,7.860,-4.020,11.125,58.063,90.688
-0.530,7.860,-4.020,37.063,4.125,48.000
3.650,4.960,2.010,37.063,4.125,48.000
4.910,0.390,5.240,16.812,-11.125,17.875
4.910,0.390,5.240,-6.062,8.063,-8.250
2.090,-4.070,6.670,-6.062,8.063,-8.250
-3.360,-6.100,2.930,-11.563,97.313,-31.375
-4.510,-3.930,0.270,-42.375,210.062,15.813
-4.510,-3.930,0.270,-59.688,258.312,82.063
-4.920,-0.040,-1.650,-59.688,258.312,82.063
-3.210,3.320,-2.120,-48.813,242.500,114.688
-3.210,3.320,-2.120,-30.625,193.687,107.250
-1.730,7.490,-2.330,-30.625,193.687,107.250
-2.740,7.320,-3.370,0.437,136.625,48.500
-2.150,5.540,-3.320,43.688,78.188,-51.750
-2.150,5.540,-3.320,43.688,78.188,-51.750
-1.250,0.690,-1.060,54.688,15.875,-124.250
-1.250,0.690,-1.060,9.000,16.125,-114.375
-4.580,-5.870,0.300,9.000,16.125,-114.375
-6.060,-6.930,0.760,-35.750,66.750,-63.813
-7.140,-7.900,1.320,-56.250,108.688,-7.562
-7.140,-7.900,1.320,-56.250,108.688,-7.562
-8.150,-7.310,0.480,-59.750,154.562,41.188
-9.460,-0.610,-1.720,-45.188,176.375,74.438
-9.460,-0.610,-1.720,-45.188,176.375,74.438
-9.760,1.210,-4.340,-11.250,190.187,41.625
-9.760,1.210,-4.340,-11.250,190.187,41.625
-9.530,1.900,-4.250,22.062,152.312,-4.625
-8.750,1.660,-3.720,35.625,70.188,-38.688
-6.380,0.890,-1.890,25.250,23.562,-63.750
-6.380,0.890,-1.890,25.250,23.562,-63.750
-4.850,-1.510,0.000,-5.062,3.625,-67.000
-4.850,-1.510,0.000,-5.062,3.625,-67.000
-5.400,-3.650,0.480,-28.312,7.125,-54.938
-6.410,-2.750,-0.420,-37.688,23.625,-25.625
-5.180,-1.140,-0.630,-34.000,39.375,3.688
-5.180,-1.140,-0.630,-25.125,41.125,17.875
-4.870,0.220,-1.020,-25.125,41.125,17.875
-5.350,1.070,-1.610,-16.375,34.875,19.312
-5.350,1.070,-1.610,-16.375,34.875,19.312
-3.030,1.670,-0.930,-4.250,21.312,7.437
-3.030,1.670,-0.930,0.187,0.875,-11.625
-1.920,1.830,-0.820,0.187,0.875,-11.625
-1.240,2.100,-0.640,-3.688,-12.313,-25.812
-0.420,1.850,-0.230,-9.625,-14.375,-32.750
-0.420,1.850,-0.230,-9.625,-14.375,-32.750
-0.080,-0.120,0.410,-16.750,-4.812,-32.250
-0.950,-0.590,0.150,-21.062,6.875,-26.812
-0.950,-0.590,0.150,-21.062,6.875,-26.812
-0.890,-0.480,-0.080,-22.187,13.188,-15.563
-0.270,-0.250,0.060,-18.562,15.625,-8.500
-0.090,0.290,0.040,-15.813,13.063,-4.187
-0.090,0.290,0.040,-15.813,13.063,-4.187
0.520,0.500,0.120,-11.375,6.687,-1.187
0.520,0.500,0.120,-11.375,6.687,-1.187
0.920,0.610,0.090,-4.562,-0.812,-4.250
1.400,0.590,-0.160,1.562,-6.500,-10.563
1.400,0.590,-0.160,-2.188,-6.687,-12.188
1.510,0.720,0.010,-2.188,-6.687,-12.188
1.430,0.770,0.000,-14.188,0.937,-6.187
1.430,0.770,0.000,-14.188,0.937,-6.187
0.920,0.530,-0.420,-25.437,14.375,1.625
0.920,0.530,-0.420,-25.437,14.375,1.625
-0.320,0.730,-1.270,-25.437,14.375,1.625
-0.320,0.730,-1.270,-25.375,7.875,1.312
-0.440,0.290,-0.860,-25.375,7.875,1.312
0.110,-0.220,-0.130,-14.625,-20.500,-4.500
0.790,-1.030,0.610,-8.063,-26.250,-6.062
0.790,-1.030,0.610,-2.063,-19.687,-4.562
0.190,-2.340,1.030,-2.063,-19.687,-4.562
-0.490,-1.990,0.490,-0.875,-4.687,3.875
-0.490,-1.990,0.490,-1.687,10.063,12.438
-0.560,-1.020,0.000,-1.687,10.063,12.438
-0.460,-0.460,-0.320,-0.562,16.437,13.875
-0.880,0.590,-1.210,0.250,12.563,10.375
-0.880,0.590,-1.210,0.250,12.563,10.375
-0.730,0.620,-1.080,0.375,2.375,5.500
-0.040,0.350,-0.470,-0.250,-3.375,0.937
-0.040,0.350,-0.470,-0.250,-3.375,0.937
0.630,0.000,0.080,1.750,-3.313,-1.062
1.200,-0.380,0.480,4.187,-1.000,0.562
1.430,-0.240,0.640,6.250,3.875,2.813
1.430,-0.240,0.640,6.250,3.875,2.813
1.510,-0.070,0.520,9.313,9.500,3.313
1.510,-0.070,0.520,10.000,14.250,3.313
1.380,0.120,0.260,10.000,14.250,3.313
-0.010,0.520,-1.000,5.250,17.812,7.187
-0.010,0.520,-1.000,-3.063,18.125,13.625
-1.070,0.820,-1.690,-3.063,18.125,13.625
-1.500,1.730,-2.260,-4.437,5.562,10.688
0.290,1.550,-1.110,-0.125,-15.438,-3.563
0.290,1.550,-1.110,-0.125,-15.438,-3.563
1.020,0.570,-0.120,2.313,-31.375,-18.187
1.020,0.570,-0.120,-0.187,-33.313,-18.375
1.260,-0.800,0.790,-0.187,-33.313,-18.375
1.010,-1.500,1.220,-1.375,-18.187,-8.375
0.700,-1.590,0.950,0.312,-3.125,4.250
0.700,-1.590,0.950,4.375,7.062,12.125
0.570,-0.930,0.540,4.375,7.062,12.125
0.440,-0.410,0.000,9.938,15.563,13.063
0.440,-0.410,0.000,11.688,19.437,15.313
0.040,0.430,-0.700,11.688,19.437,15.313
-0.090,1.580,-1.650,10.250,13.813,12.250

-3.190,1.020,-1.910,7.187,1.187,-5.687
-3.190,1.020,-1.910,3.875,-3.125,-13.000
-3.990,1.040,-1.680,3.875,-3.125,-13.000
-4.910,0.640,-1.060,-0.937,-6.312,-21.687
-6.700,-0.580,-0.520,-4.750,0.375,-28.062
-6.700,-0.580,-0.520,-6.187,17.937,-28.812
-14.430,0.140,-2.710,-6.187,17.937,-28.812
-16.840,0.660,-3.700,-4.937,33.813,-38.875
-16.840,0.660,-3.700,-4.937,33.813,-38.875
-18.710,0.030,-4.360,-9.000,35.875,-50.313
-19.910,-0.550,-4.540,-15.688,18.625,-50.250
-18.290,-2.940,-2.920,-20.062,-8.938,-44.813
-18.290,-2.940,-2.920,-20.062,-8.938,-44.813
-17.550,-4.520,-0.810,-18.125,-35.813,-33.438
-17.550,-4.520,-0.810,-28.062,-57.313,-14.375
-15.710,-6.070,0.580,-28.062,-57.313,-14.375
-14.370,-6.570,1.320,-34.563,-70.750,11.500
-14.370,-6.570,1.320,-33.688,-81.125,35.500
-11.170,-5.900,1.670,-33.688,-81.125,35.500
-9.520,-5.010,1.540,-36.813,-93.625,56.813
-7.650,-4.450,1.140,-30.437,-103.438,68.125
-7.650,-4.450,1.140,-30.437,-103.438,68.125
-5.980,-2.220,-1.620,-11.625,-108.438,68.813
-5.980,-2.220,-1.620,7.625,-116.375,60.313
-7.230,-0.380,-4.610,7.625,-116.375,60.313
-7.240,0.820,-7.060,20.375,-137.750,33.250
-5.350,1.090,-7.960,14.375,-168.125,0.500
-5.350,1.090,-7.960,3.500,-183.312,-18.562
-1.390,0.590,-6.550,3.500,-183.312,-18.562
0.600,0.010,-5.320,-5.875,-180.687,-12.875
0.600,0.010,-5.320,-25.687,-179.875,13.313
3.270,-0.030,-4.190,-25.687,-179.875,13.313
4.330,1.670,-2.780,-47.313,-171.750,52.188
5.110,3.430,-3.110,-62.563,-139.375,80.500
5.110,3.430,-3.110,-62.563,-139.375,80.500
3.830,2.710,-3.280,-53.063,-116.563,61.563
1.760,1.400,-4.140,-22.812,-79.000,19.437
1.760,1.400,-4.140,-22.812,-79.000,19.437
0.470,-0.390,-5.270,18.062,-68.438,-7.062
0.810,-3.380,-5.190,66.000,-105.438,-26.562
0.800,-4.750,-5.290,109.563,-147.312,-39.063
0.800,-4.750,-5.290,120.000,-160.500,-36.000
1.540,-4.680,-5.450,120.000,-160.500,-36.000
4.570,-2.620,-4.020,91.688,-152.750,-16.062
4.570,-2.620,-4.020,91.688,-152.750,-16.062
9.130,3.660,-1.130,65.063,-123.750,1.812
8.690,5.010,-1.560,54.813,-80.000,4.687
6.860,4.290,-2.920,44.375,-36.625,4.187
6.860,4.290,-2.920,44.375,-36.625,4.187
4.550,0.310,-3.950,36.438,-15.000,10.875
5.640,-0.770,-2.490,30.562,-23.687,30.875
5.640,-0.770,-2.490,30.562,-23.687,30.875
7.100,-1.130,-0.520,31.312,-47.875,61.938
7.590,-0.640,0.520,43.313,-61.688,84.250
7.670,0.830,-1.290,59.250,-60.938,89.250
7.670,0.830,-1.290,59.250,-60.938,89.250
7.050,2.110,-2.980,64.313,-50.813,85.125
7.050,2.110,-2.980,64.313,-50.813,85.125
7.380,2.660,-4.150,58.000,-48.313,68.813
7.380,2.660,-4.150,46.813,-53.250,49.125
8.030,3.240,-5.500,46.813,-53.250,49.125
7.450,2.990,-5.050,31.375,-58.125,27.312
7.340,1.740,-3.890,8.938,-63.375,12.438
7.340,1.740,-3.890,8.938,-63.375,12.438
7.320,0.410,-2.590,-14.188,-62.375,12.438
6.930,-0.320,-1.280,-26.312,-56.250,20.437
6.930,-0.320,-1.280,-26.312,-56.250,20.437
6.750,-1.220,0.650,-25.312,-54.688,25.437
6.150,-1.820,1.440,-18.375,-58.250,29.750
6.270,-2.100,1.960,-26.375,-56.563,38.625
6.270,-2.100,1.960,-26.375,-56.563,38.625
5.950,-2.030,1.590,-21.812,-48.563,42.813
5.950,-2.030,1.590,-1.625,-43.563,39.313
5.490,-0.740,-0.820,-1.625,-43.563,39.313
5.380,0.240,-2.250,16.687,-42.938,31.062
5.380,0.240,-2.250,20.375,-53.063,20.750
6.140,1.020,-2.250,20.375,-53.063,20.750
7.830,0.870,-0.190,22.875,-65.438,12.563
7.830,0.870,-0.190,18.375,-63.313,12.125
7.340,0.260,0.790,18.375,-63.313,12.125
7.730,0.400,1.910,5.812,-48.313,21.437
7.730,0.400,1.910,5.812,-48.313,21.437
8.750,1.080,3.170,-1.937,-32.313,28.125
7.860,0.600,1.970,7.312,-8.250,22.312
7.150,0.080,1.150,17.750,12.313,12.250
7.150,0.080,1.150,17.750,12.313,12.250
6.970,-0.290,-0.150,21.875,20.687,17.125
6.970,-0.290,-0.150,21.875,20.687,17.125
7.280,0.100,-1.570,22.437,18.125,22.937
7.280,0.100,-1.570,21.812,10.563,28.250
5.700,0.440,-4.810,21.812,10.563,28.250
6.370,0.250,-5.470,8.500,-18.312,13.125
6.120,0.650,-4.390,7.687,-49.125,-1.500
6.120,0.650,-4.390,7.687,-49.125,-1.500
7.140,0.290,-2.980,7.562,-51.688,-0.312
7.140,0.290,-2.980,-0.562,-41.500,0.000
9.160,0.670,-0.310,-0.562,-41.500,0.000
8.910,1.050,-0.130,-9.813,-10.625,-12.875
6.660,0.600,-1.470,-10.063,35.563,-25.625
5.490,0.060,-2.610,-10.375,59.250,-26.812
5.490,0.060,-2.610,-10.375,59.250,-26.812
5.030,-0.890,-3.390,-9.188,58.438,-23.375
5.030,-0.890,-3.390,9.250,46.188,-28.062
4.950,-0.460,-3.720,9.250,46.188,-28.062
4.640,-0.080,-4.240,40.063,32.250,-39.375
4.650,-0.610,-4.700,65.563,10.750,-48.500
4.650,-0.610,-4.700,69.000,-10.563,-46.875
4.850,-0.500,-3.750,69.000,-10.563,-46.875
7.360,1.130,-1.280,54.125,-18.000,-36.813
7.360,1.130,-1.280,54.125,-18.000,-36.813
9.670,2.810,0.590,29.875,-5.875,-34.313
9.670,2.810,0.590,15.750,34.250,-49.750
6.100,1.270,-1.080,15.750,34.250,-49.750
3.290,-0.290,-2.680,-3.875,84.063,-59.688
1.880,-0.790,-4.050,-25.875,109.250,-50.500
1.880,-0.790,-4.050,-25.875,109.250,-50.500
1.520,-0.550,-4.780,-31.375,103.125,-39.125
1.520,-0.550,-4.780,-31.375,103.125,-39.125
2.210,0.120,-4.890,-18.000,75.438,-35.188
2.750,-0.050,-4.610,6.312,49.438,-38.188
2.380,-0.490,-3.550,16.500,27.125,-25.000
2.380,-0.490,-3.550,16.500,27.125,-25.000
1.920,0.090,-1.170,14.625,18.687,-22.750
1.920,0.090,-1.170,6.812,42.563,-33.625
6.710,2.430,2.740,6.812,42.563,-33.625
6.710,2.430,2.740,-4.375,60.563,-56.000
6.310,3.400,2.870,-4.375,60.563,-56.000
3.470,3.140,0.870,-8.875,95.000,-94.375
1.180,1.670,-2.250,-12.875,131.187,-121.688
1.180,1.670,-2.250,-26.875,139.625,-124.875
-1.010,-0.060,-4.790,-26.875,139.625,-124.875
-1.010,-0.060,-4.790,-36.625,129.250,-118.438
-1.210,-2.000,-5.180,-36.625,129.250,-118.438
-1.480,-3.040,-5.330,-32.000,106.063,-108.063
-1.480,-3.040,-5.330,-21.437,75.563,-95.313
-1.040,-3.430,-4.550,-21.437,75.563,-95.313
-1.160,-4.090,-1.970,-11.875,49.500,-74.750
-2.090,-3.080,-0.600,-8.750,27.062,-48.125
-2.090,-3.080,-0.600,-8.750,27.062,-48.125
-0.420,-2.370,0.850,2.563,10.063,-24.250
2.460,-0.430,0.920,11.688,0.000,-7.625
2.460,-0.430,0.920,6.375,13.125,-11.125
2.260,-0.480,-0.460,6.375,13.125,-11.125
0.070,-1.080,-1.700,-12.250,64.875,-20.312
-0.980,-1.900,-3.290,-35.188,102.500,-8.125
-0.980,-1.900,-3.290,-43.250,111.438,23.812
-3.350,-3.940,-5.950,-43.250,111.438,23.812
-4.820,-3.910,-7.630,-24.687,83.000,43.125
-4.820,-3.910,-7.630,-24.687,83.000,43.125
-4.550,-3.020,-6.990,15.875,20.750,51.813
-2.370,-2.230,-5.270,56.125,-49.250,44.313
4.860,1.680,3.250,74.000,-106.688,25.562
4.860,1.680,3.250,66.813,-120.875,8.313
6.980,1.940,6.080,66.813,-120.875,8.313
7.600,2.110,6.640,36.250,-57.688,3.438
7.600,2.110,6.640,36.250,-57.688,3.438
5.470,1.670,4.130,-8.313,68.875,0.750
-3.090,0.250,-4.580,-49.125,179.562,17.187
-6.820,0.980,-7.880,-66.688,210.062,44.000
-6.820,0.980,-7.880,-66.688,210.062,44.000
-6.870,3.540,-9.800,-49.063,172.937,51.250
-6.870,3.540,-9.800,-19.250,96.813,20.625
-4.360,5.320,-7.890,-19.250,96.813,20.625
-1.640,3.550,-1.310,-20.687,37.625,-9.500
-2.680,-0.260,1.890,-29.562,17.562,-21.750
-4.640,-4.060,3.600,-36.125,31.125,-42.125
-4.640,-4.060,3.600,-36.125,31.125,-42.125
-6.990,-5.660,3.730,-45.875,72.313,-45.938
-6.990,-5.660,3.730,-55.063,136.187,-20.375
-8.600,-5.270,1.750,-55.063,136.187,-20.375
-11.010,-3.700,-0.330,-53.125,173.000,10.313
-11.720,-1.550,-2.120,-57.688,177.687,36.500
-11.720,-1.550,-2.120,-57.688,177.687,36.500
-8.740,3.290,-2.450,-64.500,143.312,48.563
-6.830,3.040,-1.460,-48.750,86.750,32.688
-6.830,3.040,-1.460,-48.750,86.750,32.688
-6.850,2.680,-1.390,-26.875,42.000,3.000
-6.850,2.680,-1.390,-16.437,14.938,-18.562
-6.460,2.360,-1.440,-16.437,14.938,-18.562
-4.250,-0.450,0.950,-16.437,1.250,-40.000
-4.080,-1.130,0.570,-26.250,38.375,-71.938
-4.080,-1.130,0.570,-38.313,28.625,-50.000
-5.480,-1.870,0.240,-38.313,28.625,-50.000
-6.160,-1.670,-0.040,-41.813,18.750,-28.312
-6.160,-1.670,-0.040,-41.813,18.750,-28.312
-5.450,-0.890,0.360,-38.125,16.187,-22.625
-5.410,-0.670,0.410,-25.312,10.313,-33.063
-5.410,-0.670,0.410,-12.938,3.250,-37.438
-4.480,-0.720,0.380,-12.938,3.250,-37.438
-3.210,-0.490,0.840,-7.437,-4.812,-38.688
-3.210,-0.490,0.840,-7.437,-4.812,-38.688
-1.080,-1.760,2.090,-5.875,-10.188,-33.250
-1.080,-1.760,2.090,-10.750,3.813,-22.125
-1.370,-1.610,1.910,-10.750,3.813,-22.125
-1.880,-1.420,1.170,-17.125,34.438,-5.437
-2.950,0.240,-0.720,-20.000,59.000,10.438
-2.950,0.240,-0.720,-20.687,67.125,13.250
-2.850,1.470,-1.410,-20.687,67.125,13.250
-2.360,1.750,-1.420,-15.563,56.188,3.000
-2.360,1.750,-1.420,-10.563,32.625,-13.625
-1.880,1.050,-1.050,-10.563,32.625,-13.625
-1.690,-1.050,0.100,-4.375,9.500,-27.875
-0.650,-1.660,0.890,1.375,-6.687,-32.000
-0.650,-1.660,0.890,6.000,-15.938,-24.250
0.370,-1.900,1.450,6.000,-15.938,-24.250
0.700,-1.510,1.420,5.125,-16.687,-6.750
0.700,-1.510,1.420,5.125,-16.687,-6.750
0.380,0.480,-0.310,3.313,-9.500,10.688
0.370,1.290,-0.740,-0.187,-2.000,22.687
0.480,1.600,-1.070,-8.875,3.813,31.062
0.480,1.600,-1.070,-8.875,3.813,31.062
0.730,2.050,-1.400,-17.250,5.562,32.438
0.730,2.050,-1.400,-13.438,1.750,23.062
1.040,2.040,-0.930,-13.438,1.750,23.062
1.000,1.420,-0.850,-8.938,-3.375,8.188
0.700,0.790,-0.910,-6.000,-4.687,-7.062
0.700,0.790,-0.910,-6.000,-4.687,-7.062
0.960,0.250,-0.500,-4.375,-9.625,-16.687
2.070,-0.420,0.700,-4.000,-12.375,-17.875
2.070,-0.420,0.700,-4.000,-12.375,-17.875
1.600,-0.760,0.590,-7.062,-6.625,-11.125
1.600,-0.760,0.590,-9.250,4.875,-1.750
1.000,-0.710,0.290,-9.250,4.875,-1.750
0.090,0.150,-0.500,-9.500,17.562,6.875
-0.430,0.620,-1.060,-8.750,27.187,12.750
-0.430,0.620,-1.060,-7.062,26.250,12.375
-0.920,0.960,-1.320,-7.062,26.250,12.375
-0.840,1.160,-1.420,-3.750,17.937,5.875
-0.840,1.160,-1.420,-0.937,4.062,-4.062
-0.450,0.250,-0.590,-0.937,4.062,-4.062
-0.220,-0.360,0.000,0.375,-11.250,-10.688
0.240,-1.050,0.470,2.250,-16.625,-17.500
0.240,-1.050,0.470,2.250,-16.625,-17.500
0.530,-1.480,0.920,5.562,-17.562,-20.687
0.530,-1.480,0.920,7.562,-12.188,-14.688
